scenario,model,product,location,period,internal,external,inventory,max_inventory_violation,ontime_Strategic,unserved_Strategic,ontime_Standard,unserved_Standard,ontime_Spot,unserved_Spot
Scaled stress test,A_transactional_only,P02,L03,9,22.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L03,10,25.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,19.0
Scaled stress test,A_transactional_only,P02,L03,11,24.0,0.0,0.0,0.0,24.0,0.0,0.0,22.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L03,12,26.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,4.0
Scaled stress test,A_transactional_only,P02,L04,1,3.0,0.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,11.0
Scaled stress test,A_transactional_only,P02,L04,2,21.0,0.0,0.0,0.0,21.0,0.0,0.0,17.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L04,3,29.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,11.0
Scaled stress test,A_transactional_only,P02,L04,4,27.0,0.0,0.0,0.0,27.0,0.0,0.0,10.0,0.0,8.0
Scaled stress test,A_transactional_only,P02,L04,5,26.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L04,6,18.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L04,7,15.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,16.0
Scaled stress test,A_transactional_only,P02,L04,8,24.0,0.0,0.0,0.0,24.0,0.0,0.0,12.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L04,9,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L04,10,30.0,0.0,0.0,0.0,30.0,0.0,0.0,23.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L04,11,26.0,0.0,0.0,0.0,26.0,0.0,0.0,20.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L04,12,19.0,0.0,0.0,0.0,19.0,0.0,0.0,12.0,0.0,4.0
Scaled stress test,A_transactional_only,P02,L05,1,14.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,16.0
Scaled stress test,A_transactional_only,P02,L05,2,45.0,0.0,0.0,0.0,23.0,0.0,22.0,0.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L05,3,44.0,0.0,0.0,0.0,29.0,0.0,15.0,0.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L05,4,43.0,0.0,0.0,0.0,28.0,0.0,15.0,0.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L05,5,38.0,0.0,0.0,0.0,29.0,0.0,9.0,0.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L05,6,36.0,0.0,0.0,0.0,26.0,0.0,10.0,0.0,0.0,16.0
Scaled stress test,A_transactional_only,P02,L05,7,39.0,0.0,0.0,0.0,28.0,0.0,11.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L05,8,31.0,0.0,0.0,0.0,20.0,0.0,11.0,0.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L05,9,41.0,0.0,0.0,0.0,22.0,0.0,19.0,0.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L05,10,41.0,0.0,0.0,0.0,24.0,0.0,17.0,0.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L05,11,25.0,0.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,11.0
Scaled stress test,A_transactional_only,P02,L05,12,52.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,0.0,16.0
Scaled stress test,A_transactional_only,P02,L06,1,20.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,4.0
Scaled stress test,A_transactional_only,P02,L06,2,23.0,0.0,0.0,0.0,23.0,0.0,0.0,13.0,0.0,11.0
Scaled stress test,A_transactional_only,P02,L06,3,24.0,0.0,0.0,0.0,24.0,0.0,0.0,23.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L06,4,16.0,0.0,0.0,0.0,16.0,0.0,0.0,25.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L06,5,19.0,0.0,0.0,0.0,19.0,0.0,0.0,16.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L06,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,24.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L06,7,27.0,0.0,0.0,0.0,27.0,0.0,0.0,12.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L06,8,16.0,0.0,0.0,0.0,16.0,0.0,0.0,15.0,0.0,7.0
Scaled stress test,A_transactional_only,P02,L06,9,29.0,0.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,9.0
Scaled stress test,A_transactional_only,P02,L06,10,18.0,0.0,0.0,0.0,18.0,0.0,0.0,22.0,0.0,18.0
Scaled stress test,A_transactional_only,P02,L06,11,21.0,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L06,12,22.0,0.0,0.0,0.0,22.0,0.0,0.0,17.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L07,1,9.0,0.0,0.0,0.0,21.0,0.0,0.0,16.0,0.0,8.0
Scaled stress test,A_transactional_only,P02,L07,2,20.0,0.0,0.0,0.0,20.0,0.0,0.0,19.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L07,3,22.0,0.0,0.0,0.0,22.0,0.0,0.0,16.0,0.0,20.0
Scaled stress test,A_transactional_only,P02,L07,4,21.0,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,18.0
Scaled stress test,A_transactional_only,P02,L07,5,17.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,0.0,19.0
Scaled stress test,A_transactional_only,P02,L07,6,21.0,0.0,0.0,0.0,21.0,0.0,0.0,23.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L07,7,23.0,0.0,0.0,0.0,23.0,0.0,0.0,16.0,0.0,7.0
Scaled stress test,A_transactional_only,P02,L07,8,20.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L07,9,30.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,0.0,18.0
Scaled stress test,A_transactional_only,P02,L07,10,22.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,0.0,7.0
Scaled stress test,A_transactional_only,P02,L07,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L07,12,24.0,0.0,0.0,0.0,24.0,0.0,0.0,13.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L08,1,0.0,0.0,0.0,0.0,20.0,0.0,8.0,1.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L08,2,25.0,0.0,0.0,0.0,25.0,0.0,0.0,14.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L08,3,20.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,19.0
Scaled stress test,A_transactional_only,P02,L08,4,29.0,0.0,0.0,0.0,29.0,0.0,0.0,11.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L08,5,26.0,0.0,0.0,0.0,26.0,0.0,0.0,13.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L08,6,19.0,0.0,0.0,0.0,19.0,0.0,0.0,21.0,0.0,12.0
Scaled stress test,A_transactional_only,P02,L08,7,23.0,0.0,0.0,0.0,23.0,0.0,0.0,18.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L08,8,23.0,0.0,0.0,0.0,23.0,0.0,0.0,20.0,0.0,17.0
Scaled stress test,A_transactional_only,P02,L08,9,14.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L08,10,26.0,0.0,0.0,0.0,26.0,0.0,0.0,15.0,0.0,4.0
Scaled stress test,A_transactional_only,P02,L08,11,19.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,7.0
Scaled stress test,A_transactional_only,P02,L08,12,16.0,0.0,0.0,0.0,16.0,0.0,0.0,21.0,0.0,15.0
Scaled stress test,A_transactional_only,P02,L09,1,12.0,0.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L09,2,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,9.0
Scaled stress test,A_transactional_only,P02,L09,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,9.0
Scaled stress test,A_transactional_only,P02,L09,4,19.0,0.0,0.0,0.0,19.0,0.0,0.0,11.0,0.0,7.0
Scaled stress test,A_transactional_only,P02,L09,5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,15.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L09,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,24.0,0.0,14.0
Scaled stress test,A_transactional_only,P02,L09,7,26.0,0.0,0.0,0.0,26.0,0.0,0.0,11.0,0.0,9.0
Scaled stress test,A_transactional_only,P02,L09,8,21.0,0.0,0.0,0.0,21.0,0.0,0.0,21.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L09,9,29.0,0.0,0.0,0.0,29.0,0.0,0.0,14.0,0.0,10.0
Scaled stress test,A_transactional_only,P02,L09,10,26.0,0.0,0.0,0.0,26.0,0.0,0.0,25.0,0.0,9.0
Scaled stress test,A_transactional_only,P02,L09,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,8.0
Scaled stress test,A_transactional_only,P02,L09,12,20.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,5.0
Scaled stress test,A_transactional_only,P02,L10,1,0.0,0.0,1.0,0.0,23.0,0.0,0.0,22.0,0.0,13.0
Scaled stress test,A_transactional_only,P02,L10,2,20.0,0.0,0.0,0.0,21.0,0.0,0.0,22.0,0.0,16.0
Scaled stress test,A_transactional_only,P02,L10,3,25.0,0.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,20.0
Scaled stress test,A_transactional_only,P02,L10,4,19.0,0.0,0.0,0.0,19.0,0.0,0.0,9.0,0.0,4.0
Scaled stress test,A_transactional_only,P02,L10,5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,23.0,0.0,11.0
Scaled stress test,A_transactional_only,P02,L10,6,28.0,0.0,0.0,0.0,28.0,0.0,0.0,14.0,0.0,19.0
Scaled stress test,A_transactional_only,P02,L10,7,17.0,0.0,0.0,0.0,17.0,0.0,0.0,11.0,0.0,8.0
Scaled stress test,A_transactional_only,P02,L10,8,27.0,0.0,0.0,0.0,27.0,0.0,0.0,20.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L10,9,28.0,0.0,0.0,0.0,28.0,0.0,0.0,25.0,0.0,20.0
Scaled stress test,A_transactional_only,P02,L10,10,15.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,8.0
Scaled stress test,A_transactional_only,P02,L10,11,24.0,0.0,0.0,0.0,24.0,0.0,0.0,25.0,0.0,6.0
Scaled stress test,A_transactional_only,P02,L10,12,30.0,0.0,0.0,0.0,30.0,0.0,0.0,21.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L01,1,4.0,0.0,0.0,0.0,17.0,0.0,15.0,0.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L01,2,47.0,0.0,0.0,0.0,29.0,0.0,18.0,0.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L01,3,32.0,0.0,0.0,0.0,21.0,0.0,11.0,0.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L01,4,36.0,0.0,0.0,0.0,22.0,0.0,14.0,0.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L01,5,45.0,0.0,0.0,0.0,22.0,0.0,23.0,0.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L01,6,54.0,0.0,0.0,0.0,30.0,0.0,24.0,0.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L01,7,47.0,0.0,0.0,0.0,22.0,0.0,25.0,0.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L01,8,35.0,0.0,0.0,0.0,25.0,0.0,10.0,0.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L01,9,40.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L01,10,45.0,0.0,0.0,0.0,24.0,0.0,21.0,0.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L01,11,34.0,0.0,0.0,0.0,22.0,0.0,12.0,0.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L01,12,48.0,0.0,0.0,0.0,25.0,0.0,23.0,0.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L02,1,4.0,0.0,0.0,0.0,26.0,0.0,0.0,20.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L02,2,25.0,0.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L02,3,16.0,0.0,0.0,0.0,16.0,0.0,0.0,23.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L02,4,15.0,0.0,0.0,0.0,15.0,0.0,0.0,18.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L02,5,23.0,0.0,0.0,0.0,23.0,0.0,0.0,19.0,0.0,4.0
Scaled stress test,A_transactional_only,P03,L02,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,16.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L02,7,27.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L02,8,15.0,0.0,0.0,0.0,15.0,0.0,0.0,13.0,0.0,19.0
Scaled stress test,A_transactional_only,P03,L02,9,15.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L02,10,25.0,0.0,0.0,0.0,25.0,0.0,0.0,18.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L02,11,25.0,0.0,0.0,0.0,25.0,0.0,0.0,16.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L02,12,23.0,0.0,0.0,0.0,23.0,0.0,0.0,13.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L03,1,16.0,0.0,0.0,0.0,21.0,0.0,0.0,13.0,0.0,18.0
Scaled stress test,A_transactional_only,P03,L03,2,16.0,0.0,0.0,0.0,16.0,0.0,0.0,13.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L03,3,22.0,0.0,0.0,0.0,22.0,0.0,0.0,9.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L03,4,25.0,0.0,0.0,0.0,25.0,0.0,0.0,23.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L03,5,29.0,0.0,0.0,0.0,29.0,0.0,0.0,16.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L03,6,14.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L03,7,14.0,0.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L03,8,19.0,0.0,0.0,0.0,19.0,0.0,0.0,10.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L03,9,20.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L03,10,30.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L03,11,19.0,0.0,0.0,0.0,19.0,0.0,0.0,25.0,0.0,13.0
Scaled stress test,A_transactional_only,P03,L03,12,23.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,19.0
Scaled stress test,A_transactional_only,P03,L04,1,10.0,0.0,0.0,0.0,28.0,0.0,0.0,11.0,0.0,18.0
Scaled stress test,A_transactional_only,P03,L04,2,21.0,0.0,0.0,0.0,21.0,0.0,0.0,12.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L04,3,15.0,0.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L04,4,22.0,0.0,0.0,0.0,22.0,0.0,0.0,10.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L04,5,27.0,0.0,0.0,0.0,27.0,0.0,0.0,25.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L04,6,20.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L04,7,19.0,0.0,0.0,0.0,19.0,0.0,0.0,17.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L04,8,20.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L04,9,26.0,0.0,0.0,0.0,26.0,0.0,0.0,19.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L04,10,29.0,0.0,0.0,0.0,29.0,0.0,0.0,24.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L04,11,14.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L04,12,21.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L05,1,5.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L05,2,19.0,0.0,0.0,0.0,19.0,0.0,0.0,20.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L05,3,14.0,0.0,0.0,0.0,14.0,0.0,0.0,9.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L05,4,15.0,0.0,0.0,0.0,15.0,0.0,0.0,11.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L05,5,25.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,6.0
Scaled stress test,A_transactional_only,P03,L05,6,26.0,0.0,0.0,0.0,26.0,0.0,0.0,12.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L05,7,20.0,0.0,0.0,0.0,20.0,0.0,0.0,12.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L05,8,16.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,0.0,19.0
Scaled stress test,A_transactional_only,P03,L05,9,18.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L05,10,24.0,0.0,0.0,0.0,24.0,0.0,0.0,19.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L05,11,14.0,0.0,0.0,0.0,14.0,0.0,0.0,20.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L05,12,23.0,0.0,0.0,0.0,23.0,0.0,0.0,10.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L06,1,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0,0.0,4.0
Scaled stress test,A_transactional_only,P03,L06,2,30.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L06,3,15.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,6.0
Scaled stress test,A_transactional_only,P03,L06,4,23.0,0.0,0.0,0.0,23.0,0.0,0.0,14.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L06,5,30.0,0.0,0.0,0.0,30.0,0.0,0.0,15.0,0.0,13.0
Scaled stress test,A_transactional_only,P03,L06,6,15.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L06,7,17.0,0.0,0.0,0.0,17.0,0.0,0.0,24.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L06,8,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L06,9,19.0,0.0,0.0,0.0,19.0,0.0,0.0,18.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L06,10,21.0,0.0,0.0,0.0,21.0,0.0,0.0,24.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L06,11,16.0,0.0,0.0,0.0,16.0,0.0,0.0,24.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L06,12,24.0,0.0,0.0,0.0,24.0,0.0,0.0,20.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L07,1,0.0,0.0,1.0,0.0,27.0,0.0,0.0,9.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L07,2,22.0,0.0,0.0,0.0,23.0,0.0,0.0,17.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L07,3,30.0,0.0,0.0,0.0,30.0,0.0,0.0,14.0,0.0,16.0
Scaled stress test,A_transactional_only,P03,L07,4,21.0,0.0,0.0,0.0,21.0,0.0,0.0,23.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L07,5,15.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L07,6,18.0,0.0,0.0,0.0,18.0,0.0,0.0,23.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L07,7,28.0,0.0,0.0,0.0,28.0,0.0,0.0,23.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L07,8,21.0,0.0,0.0,0.0,21.0,0.0,0.0,13.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L07,9,21.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L07,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,13.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L07,11,24.0,0.0,0.0,0.0,24.0,0.0,0.0,25.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L07,12,21.0,0.0,0.0,0.0,21.0,0.0,0.0,19.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L08,1,0.0,0.0,6.0,0.0,20.0,0.0,0.0,21.0,0.0,8.0
Scaled stress test,A_transactional_only,P03,L08,2,17.0,0.0,0.0,0.0,23.0,0.0,0.0,18.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L08,3,20.0,0.0,0.0,0.0,20.0,0.0,0.0,12.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L08,4,20.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,0.0,18.0
Scaled stress test,A_transactional_only,P03,L08,5,14.0,0.0,0.0,0.0,14.0,0.0,0.0,21.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L08,6,21.0,0.0,0.0,0.0,21.0,0.0,0.0,25.0,0.0,13.0
Scaled stress test,A_transactional_only,P03,L08,7,14.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L08,8,26.0,0.0,0.0,0.0,26.0,0.0,0.0,9.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L08,9,27.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L08,10,21.0,0.0,0.0,0.0,21.0,0.0,0.0,14.0,0.0,7.0
Scaled stress test,A_transactional_only,P03,L08,11,27.0,0.0,0.0,0.0,27.0,0.0,0.0,19.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L08,12,17.0,0.0,0.0,0.0,17.0,0.0,0.0,22.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L09,1,10.0,0.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,17.0
Scaled stress test,A_transactional_only,P03,L09,2,19.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,4.0
Scaled stress test,A_transactional_only,P03,L09,3,29.0,0.0,0.0,0.0,29.0,0.0,0.0,12.0,0.0,5.0
Scaled stress test,A_transactional_only,P03,L09,4,20.0,0.0,0.0,0.0,20.0,0.0,0.0,14.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L09,5,25.0,0.0,0.0,0.0,25.0,0.0,0.0,12.0,0.0,18.0
Scaled stress test,A_transactional_only,P03,L09,6,20.0,0.0,0.0,0.0,20.0,0.0,0.0,24.0,0.0,20.0
Scaled stress test,A_transactional_only,P03,L09,7,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,14.0
Scaled stress test,A_transactional_only,P03,L09,8,28.0,0.0,0.0,0.0,28.0,0.0,0.0,15.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L09,9,30.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L09,10,15.0,0.0,0.0,0.0,15.0,0.0,0.0,17.0,0.0,12.0
Scaled stress test,A_transactional_only,P03,L09,11,26.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,0.0,4.0
Scaled stress test,A_transactional_only,P03,L09,12,27.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L10,1,12.0,0.0,0.0,0.0,26.0,0.0,0.0,25.0,0.0,11.0
Scaled stress test,A_transactional_only,P03,L10,2,26.0,0.0,0.0,0.0,26.0,0.0,0.0,23.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L10,3,18.0,0.0,0.0,0.0,18.0,0.0,0.0,11.0,0.0,10.0
Scaled stress test,A_transactional_only,P03,L10,4,21.0,0.0,0.0,0.0,21.0,0.0,0.0,13.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L10,5,27.0,0.0,0.0,0.0,27.0,0.0,0.0,23.0,0.0,13.0
Scaled stress test,A_transactional_only,P03,L10,6,18.0,0.0,0.0,0.0,18.0,0.0,0.0,24.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L10,7,21.0,0.0,0.0,0.0,21.0,0.0,0.0,17.0,0.0,16.0
Scaled stress test,A_transactional_only,P03,L10,8,22.0,0.0,0.0,0.0,22.0,0.0,0.0,22.0,0.0,9.0
Scaled stress test,A_transactional_only,P03,L10,9,14.0,0.0,0.0,0.0,14.0,0.0,0.0,17.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L10,10,23.0,0.0,0.0,0.0,23.0,0.0,0.0,19.0,0.0,19.0
Scaled stress test,A_transactional_only,P03,L10,11,27.0,0.0,0.0,0.0,27.0,0.0,0.0,11.0,0.0,15.0
Scaled stress test,A_transactional_only,P03,L10,12,23.0,0.0,0.0,0.0,23.0,0.0,0.0,21.0,0.0,5.0
Scaled stress test,A_transactional_only,P04,L01,1,25.0,0.0,0.0,0.0,25.0,0.0,9.0,0.0,0.0,4.0
Scaled stress test,A_transactional_only,P04,L01,2,34.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,12.0
Scaled stress test,A_transactional_only,P04,L01,3,30.0,0.0,0.0,0.0,17.0,0.0,13.0,0.0,0.0,11.0
Scaled stress test,A_transactional_only,P04,L01,4,48.0,0.0,0.0,0.0,28.0,0.0,20.0,0.0,0.0,8.0
Scaled stress test,A_transactional_only,P04,L01,5,40.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,6.0
Scaled stress test,A_transactional_only,P04,L01,6,38.0,0.0,0.0,0.0,23.0,0.0,15.0,0.0,0.0,19.0
Scaled stress test,A_transactional_only,P04,L01,7,45.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,6.0
Scaled stress test,A_transactional_only,P04,L01,8,40.0,0.0,0.0,0.0,28.0,0.0,12.0,0.0,0.0,7.0
Scaled stress test,A_transactional_only,P04,L01,9,43.0,0.0,0.0,0.0,27.0,0.0,16.0,0.0,0.0,8.0
